0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
-578.9804,43.99098,-4.189855,6.8869905,-2.7876158,-13.55013,-12.6971245,-15.42708,-13.612604,3.6306424,-14.931806,-8.656294,0.95087385,-5.365642,-10.623118,-3.1923876,1.1500216,6.0814276,10.569834,13.7587,14.045928,8.522343,4.720287,-1.6082165,-8.586229,-2.279243,-1.9186395,-2.4512022,-6.729023,-9.818516,-5.7467866,0.80790555,-0.73387706,-3.1458905,-6.1186695,0.8746855,0.687437,-0.6504378,0.33912197,9.320669
-563.4518,43.593975,-16.054928,2.681971,-6.0857043,-19.68928,-10.449201,-18.240938,-16.455318,1.459706,-17.181118,-14.412533,2.588119,-4.150519,-10.5551195,-0.3226028,-3.8253167,6.2991757,6.8209505,9.473229,12.979196,10.2511015,0.34281018,-1.2963021,-12.024377,1.5571282,-4.7047863,-0.7786683,-9.509166,-7.7078776,-8.881349,2.239494,-3.832794,-2.7060258,-5.983322,1.4790022,-0.29795668,-0.27166957,0.4517013,9.374938
-531.4055,40.803883,-23.767742,8.863034,-5.971164,-20.062231,-11.274146,-12.659787,-10.909658,4.4077206,-16.686193,-6.011917,2.8276653,-6.5784483,-5.001023,-1.0240122,-1.5809177,5.5380054,7.263647,11.401921,16.151045,8.520777,1.2764022,-5.605371,-8.304141,3.887331,-0.37627104,-1.9231744,-8.739989,-4.1069813,1.5249715,3.7777297,-5.3031025,-7.5866985,-3.3608406,2.2844803,0.5171294,0.8933547,4.414215,6.94717
-569.8377,37.040062,-12.517085,5.3976555,-5.819824,-16.915588,-15.082875,-13.631588,-10.103789,0.6231848,-16.625671,-7.2797637,0.46878865,-7.8869476,-3.9074457,-1.4637079,-3.2204037,7.574321,8.830103,14.132806,14.594282,8.520217,1.5228568,-7.562679,-8.6809435,1.5314499,-1.3790342,-1.4945681,-9.599745,-4.95666,0.2094859,3.7274437,-6.636838,-6.8089366,-4.8485184,1.990835,0.60043687,1.483676,7.842895,9.72422
-564.1838,33.697952,-12.906648,3.6750445,-7.001182,-21.533499,-12.843188,-16.599352,-9.784349,1.5933688,-18.21714,-8.763783,0.57828087,-9.183078,-4.608878,-2.294845,-3.8991773,7.7713566,8.999648,13.921075,14.931159,9.7296,2.7637467,-6.786607,-8.272317,1.9484826,-1.7131956,-2.1075416,-10.168452,-6.799015,0.1946939,3.3896,-7.9689145,-6.167093,-5.041227,2.8833818,0.12626036,2.5361228,6.9356513,11.438197
-594.44385,40.03269,-13.136385,4.907668,-7.7153635,-15.220698,-17.928001,-8.778425,-11.887797,1.9382291,-14.715157,-6.736573,-3.8129816,-10.373409,-6.665212,-6.0434337,-2.6877127,8.68076,13.766023,17.87955,16.49471,9.551633,1.5320734,-3.723598,-6.247358,0.51176673,-1.0912404,-2.066644,-7.0928063,-7.5755134,-4.0913587,-0.29193217,-4.722592,-5.254772,-4.6560245,3.178249,0.24468842,0.5963141,2.5341372,8.078071
-610.7124,41.66207,-16.15258,6.6522145,-5.9267387,-16.595396,-14.940718,-16.717705,-7.113422,0.96711767,-16.527,-6.379205,-0.10731217,-7.7871532,-5.3391666,-1.3985506,-3.0843375,7.950619,8.57931,11.634443,13.593912,8.79814,1.6904864,-4.7337112,-8.674081,1.2800995,-4.393287,-1.4882213,-9.592357,-4.7083144,0.8883521,3.33978,-6.747892,-5.061696,-4.8247313,1.4144385,1.6066865,1.3475587,6.6750007,10.347391
-557.6428,40.78765,-17.630285,2.4838717,-2.050723,-23.747475,-12.720676,-15.106383,-16.590614,1.6124368,-16.674507,-11.90214,2.3857589,-8.294938,-9.539788,-0.047146883,-5.4245334,8.36011,6.847983,13.751758,16.805265,12.163043,0.9357027,-0.40763655,-14.665332,0.8336155,-3.6175566,-0.9135126,-11.5284605,-7.739997,-9.941721,2.3315363,-2.2182612,-5.760851,-7.690766,0.6537676,-0.22345394,-0.80552286,1.6170516,10.045524
-584.284,39.951817,-16.841955,4.9375787,-5.2906466,-16.971937,-13.736252,-16.540705,-15.592364,1.0077461,-14.465503,-10.4528,1.8887252,-4.09588,-11.173671,-2.0144541,-4.5826926,5.6046968,9.638873,11.645641,13.41743,10.590654,2.6546025,-0.3938991,-8.801975,-1.8471241,-0.8806786,-1.0246606,-7.225972,-6.3848743,-7.5945816,0.7876319,-2.9582272,-3.6581876,-6.309758,0.26194993,1.2624978,-1.5246441,-1.5839,8.661632
-490.14124,34.58848,-24.335512,4.942961,-6.3827667,-18.332413,-9.868566,-16.201408,-15.813924,5.3198295,-11.877867,-11.748929,1.6105694,-3.312066,-7.546482,-1.8904234,-2.3654466,12.04578,9.70206,13.463501,12.500892,9.518308,-0.054743398,0.26138613,-8.897751,4.7749743,-1.0640508,0.5175304,-8.080419,-2.597695,-4.2752533,3.041555,-5.006844,-4.492959,-2.1282992,3.1391425,0.6176093,2.7453136,3.932892,6.527165
-473.4812,36.931957,-24.697496,13.002205,-6.9138374,-17.477125,-5.817122,-10.793908,-12.873104,6.875348,-13.335806,-4.347145,0.27804324,-6.2482996,-4.4541993,-4.2406425,-1.0596519,3.452879,6.289942,10.20915,14.697225,8.835028,6.8253393,-1.308557,-5.626913,1.8422235,1.1662779,3.3967013,-6.778436,-4.324932,-2.7978995,2.125691,0.09124737,-3.2487226,-5.01915,2.2534738,1.3044524,-0.31341493,1.3376436,7.962818
-565.9049,37.702976,-9.639933,8.5051365,-5.3364763,-10.595675,-15.364628,-10.870191,-13.606633,4.078159,-12.527844,-10.176835,1.229217,-8.363867,-6.619457,-2.0495899,-3.5692954,3.149712,6.997157,13.844986,15.624652,9.8810215,5.1606216,-2.2699752,-8.704656,2.017414,-0.5140133,1.9109094,-6.7820644,-8.19959,-4.929325,1.8080765,-1.1586068,-4.319757,-7.065234,-0.15676367,0.5934259,-1.1840158,0.33522025,7.8520412
-578.9072,40.98669,-8.59553,10.793138,-2.8766825,-10.897506,-12.415375,-15.851317,-6.7251153,5.248587,-18.336931,-8.021097,3.6132002,-3.4612627,-6.4419346,-0.9540712,1.7331935,6.80484,12.386335,12.549051,10.216818,7.5702453,3.7362106,-2.1076176,-7.402969,-0.38828346,-3.581481,-1.5535806,-8.420497,-6.990489,-5.613787,0.33548927,-2.8388445,-2.080029,-2.9150913,2.8287375,1.7464608,1.1985925,2.1851335,7.4989214
-589.24603,33.627483,-7.8240037,7.709812,-8.316075,-17.762926,-16.567509,-8.367975,-10.028372,0.088511705,-13.731496,-2.019746,-4.336224,-10.108328,-7.391743,-7.2049484,-2.0796573,5.9241214,11.6995,18.529495,16.561039,9.759508,3.4303796,-6.5934925,-5.25866,0.34994704,-0.574887,-2.2122202,-7.4602547,-7.7115054,-4.4775076,0.25029144,-4.0611815,-3.7295554,-4.849283,3.0162997,-0.09835536,2.4030259,1.0419166,8.175129
-602.27826,31.970396,-9.394032,2.2780015,-7.0470614,-15.8287,-15.890887,-12.368406,-8.033646,-1.6335565,-16.778933,-6.6856174,-2.5642715,-6.6052685,-2.7991407,-0.1126692,0.6272309,10.022419,10.437138,14.754439,13.1140995,9.456064,2.6264806,-5.194358,-7.1875973,0.7021712,-3.2128704,-1.990095,-8.514763,-5.4081173,-1.2243518,3.391766,-7.4095454,-5.8298225,-5.2151437,1.3525238,-0.6668427,2.426482,6.44026,9.666619
-580.14233,44.4053,-17.5692,4.6175094,-7.6016498,-18.849718,-10.266402,-19.362047,-10.638374,3.3867502,-18.539324,-7.937891,0.12166388,-8.049445,-6.63063,-3.0395443,-1.6768308,7.3496947,9.243013,13.837152,16.080032,9.6077,2.7917292,-6.458828,-9.588402,1.3568287,-1.3280855,-2.2193215,-10.155421,-8.048699,0.95938945,2.4638925,-5.988469,-8.001576,-5.3813996,2.0703363,0.003287215,2.5839655,5.790798,10.022946
-553.5496,45.025566,-18.63799,5.544783,-2.5350103,-17.56136,-9.206338,-14.925484,-7.825308,2.2634897,-13.716195,-4.923229,0.95862937,-3.0041814,-7.4597964,0.67026657,-0.74446166,9.24717,8.777457,14.737724,14.732502,10.762179,1.8951579,-4.139657,-8.258972,3.6455398,-1.6468558,-0.7372552,-8.107161,-4.271176,1.8264213,3.643703,-4.84419,-5.787271,-4.2422085,3.0784917,0.21594377,2.5198143,7.3569384,9.623122
-545.7165,33.353077,-13.108975,7.295219,-5.7932763,-18.229242,-10.369741,-11.725447,-11.1957855,3.114206,-16.089535,-4.9130926,2.7399225,-7.31534,-3.870777,-1.3751385,-0.39781713,7.040877,10.064959,14.58105,16.361265,8.729954,1.1962261,-5.6477065,-8.95677,5.011233,-1.1036062,-2.670282,-9.784218,-5.007405,1.2403166,2.2839484,-6.292909,-7.2879386,-4.8386087,2.5025399,-0.31488597,1.5038073,6.1978817,8.513334
-566.6538,40.497562,-16.874916,6.3533645,-8.768993,-17.658804,-13.20336,-19.966024,-7.327701,2.0511963,-18.093657,-6.871387,-2.8100505,-7.961141,-6.617371,-4.1084957,-1.5130823,5.53704,8.181941,15.475579,15.321033,9.892358,2.483939,-9.542572,-7.490137,-0.47097832,-1.9782995,-1.5717487,-11.168058,-4.8078756,1.6432081,3.477366,-6.3354526,-7.757148,-4.076362,2.4142437,-1.4245707,3.2539523,5.7495947,8.69003
-612.3828,37.96638,-10.726894,5.9898334,-6.8515224,-16.626192,-13.571027,-12.096197,-8.981643,0.43914756,-14.49181,-5.5006933,-3.3313756,-7.713012,-5.7912498,-4.546988,-2.3360558,7.7329974,11.435123,15.543046,13.537607,7.5439043,2.2779374,-3.8929183,-5.0866666,0.7690403,-2.3079536,-1.2112906,-6.705523,-6.112988,-5.239876,0.2900781,-4.5803304,-4.2545834,-4.5009584,1.657595,1.4883393,1.0474923,2.3277578,7.5821333
-564.2529,38.90415,-7.748572,1.0844188,-7.127159,-18.375961,-13.980246,-13.558726,-7.332847,1.1979128,-16.267284,-6.4199247,-0.7989069,-8.282497,-6.0477967,-1.2221237,-3.431873,8.688598,10.069599,15.64658,15.18684,7.9248414,0.15322383,-7.2176814,-9.431447,1.0340507,-2.8472176,-2.7566063,-10.332955,-5.6936235,-0.8882005,2.5740921,-8.321066,-7.448035,-5.23733,0.32987818,0.43846658,2.172714,7.17684,10.478264
-562.3206,32.078938,-11.814114,5.2320175,-7.007714,-17.642563,-13.52408,-15.460545,-10.774316,1.5528734,-16.91496,-6.1031866,-0.006452838,-7.146273,-5.759173,-3.0970483,-1.6624888,6.0696573,9.095881,13.460318,15.002507,9.813261,2.5792365,-5.093824,-9.096372,0.86560625,-1.3847721,-1.43685,-7.798957,-8.544129,1.2469748,3.6979704,-6.0457115,-7.3820224,-6.076699,1.1597791,-0.534748,-0.25598186,5.4357357,11.343109
-532.49976,38.96926,-22.365755,8.015454,-7.24228,-21.733763,-8.617306,-13.875068,-9.004463,3.72716,-16.423458,-6.1175365,0.07531665,-7.250156,-4.5468035,-0.12294291,-2.5978138,9.268727,9.090963,13.767758,16.230099,7.162235,-0.70002836,-6.579562,-7.9068856,3.693328,-1.6583043,-2.7110753,-10.910168,-3.7873564,1.1709312,1.61687,-7.4953766,-7.1472507,-2.756673,3.384098,0.04261086,2.194141,6.758708,7.112948
-583.12976,43.476044,-14.001505,4.8518825,-3.5111973,-18.833223,-13.917418,-18.185139,-11.538514,3.094643,-15.881216,-14.379176,4.4577622,-6.077667,-8.577229,-2.6124015,-2.881836,6.0553317,8.931623,11.230793,13.611699,10.871928,1.1811109,-1.0548159,-9.816537,-0.42823383,-4.5208797,-1.8547853,-9.107434,-7.827289,-9.769358,1.064462,-4.026165,-1.8116133,-7.606775,1.0924084,1.7110119,-0.77466494,-0.48284853,8.533308
-575.5021,36.11294,-11.16418,3.6262474,-4.2749267,-15.356081,-15.585593,-18.395428,-13.798314,2.1158462,-14.86824,-10.646063,2.1640227,-7.1368084,-10.376525,-1.8566636,-2.1719053,5.895469,10.439063,12.024347,12.766954,7.9582415,3.7449534,-0.8644399,-10.380924,-1.3602741,-0.790597,-3.0402834,-8.441959,-10.873182,-7.3851843,0.16957135,-1.1575662,-4.161819,-6.742942,0.35258356,1.492977,-2.228432,-0.48565385,10.82417
-476.82724,27.00888,-21.282984,12.238342,-6.0918097,-19.05032,-9.005155,-13.766889,-14.636795,5.8335147,-16.391441,-7.925298,-1.0726458,-9.393706,-4.9160686,-3.651107,-3.4394968,3.9192936,7.7572904,13.552971,17.9249,9.980545,4.2208104,-3.1156616,-8.178734,2.8253043,-0.80381066,1.6163491,-8.213849,-5.314224,-1.4909955,3.3428605,-1.9873368,-2.9399996,-3.9416344,2.1544735,1.7749523,0.08573663,2.1808867,7.5822463
-486.3825,31.580091,-23.616848,5.8397703,-5.764124,-23.469402,-13.265589,-16.945017,-15.237035,2.7155244,-16.214529,-11.160697,2.0036776,-4.601396,-7.96423,-1.6311665,-2.764857,11.39904,7.9496098,15.413968,17.003199,10.276939,3.5804257,1.3068323,-12.91192,4.3524733,-2.0928433,-0.023048896,-6.8015203,-8.271206,-4.6074443,2.3320503,-3.0784059,-5.398708,-5.298419,1.578651,1.5329301,-0.9733501,1.6795543,10.716577
-556.0782,45.52361,-13.250724,7.2581863,-4.5765905,-13.311622,-8.729472,-16.421864,-17.211603,1.6125813,-10.592696,-11.941411,0.8568139,-2.9230158,-6.3921566,-2.8370738,-1.2755419,7.4254446,10.247001,12.593907,12.129288,7.0142493,2.9313731,-1.4870347,-5.4329424,0.33162245,-1.2735074,0.027641127,-7.1663313,-4.6632066,-4.5324388,1.3933146,-3.0971277,-3.470687,-4.4513335,1.8917876,1.4507606,0.5653423,2.7632098,8.4242935
-557.754,43.736523,-22.296762,11.642625,-6.4844375,-13.727057,-13.241791,-12.7161875,-13.765883,2.9457731,-11.394797,-10.617824,0.39727944,-5.8201222,-5.358455,-2.872322,-3.3306239,2.6930993,5.521668,10.6785965,15.0590105,7.8816433,4.1390967,-1.5667475,-7.832338,1.1108735,-0.8249474,1.3150163,-6.9858027,-6.612269,-4.7054095,1.347894,-0.67004687,-1.7574611,-4.855492,1.2772537,-0.15120928,-1.8376632,0.73113805,6.06182
-525.2175,66.63438,0.90195477,2.2283733,-0.22557822,-1.6050644,-7.4770885,-6.390021,-12.215117,-9.548196,-0.54157394,-2.8267252,-4.697706,-3.5403087,-9.641202,4.1545167,-7.5032716,-5.6004734,-2.8908331,-5.2886,-9.343233,-5.0140076,-5.3162994,-4.558712,-6.4293833,-2.8748302,-5.201471,-3.5997505,-4.6434956,-3.1919112,-0.5176099,1.0106813,0.90055144,3.02227,-4.069776,-1.3173747,0.4494582,7.978393,14.234827,21.514708
-562.66705,74.04158,7.4204583,7.2420187,-0.5735482,-3.139186,-2.3059752,-4.62509,-12.5869875,-8.641715,3.7690713,-4.143021,-6.458451,-3.4496415,-5.820742,4.3523993,-9.413263,-3.4914043,-4.175369,-4.5311885,-7.909868,-2.5573895,-4.835732,-4.355455,-5.2848854,-1.318035,-8.4887085,-1.6667318,-8.01372,-4.6546235,-2.1199954,-0.90265226,1.8336431,2.2571712,-1.4870261,0.7056104,-1.3583995,7.7291126,12.84662,19.998472
-477.653,46.734913,-4.5606213,11.178484,-6.59184,-6.2213273,0.18172997,-0.8772447,-6.635554,-6.9678726,1.953865,-2.588281,-2.4473538,-0.6207087,-2.878713,0.05962093,-6.826794,-0.32449323,-4.026697,-1.1832427,-5.372416,-1.2983822,-2.7336657,-1.8435059,-5.469939,0.31333566,-5.6104093,-1.64161,-4.4422073,-3.0895703,-2.5970879,0.54355085,-0.3110433,1.1016346,-0.9490711,1.8348954,2.9803298,8.653079,10.347063,13.151005
-496.62473,50.98201,-1.0303596,7.8401065,-3.0949478,-1.8289192,-2.5322552,-3.7687893,-11.069328,-3.8251493,1.9030368,-2.2155166,-4.7153807,-3.4490845,-4.4914227,3.910612,-6.7049665,-1.7461886,-3.5638616,-2.6589434,-6.676977,-2.1457863,-3.7409422,-1.0174373,-3.720726,-0.6186259,-5.9406424,-0.3388498,-4.3269463,-1.3521322,-1.2410249,0.9047263,1.1912574,1.3862166,0.26063904,3.031675,4.1303124,10.035984,12.513493,12.67733
-525.0708,53.174046,1.1018461,7.2933803,-5.5168996,-1.3010217,-7.2796707,-7.408892,-10.304409,-8.627206,0.08642544,-3.8790739,-4.6308002,-5.936398,-5.8683515,1.2108009,-9.45396,-4.049317,-3.852014,-5.0784407,-7.8302913,-2.7925243,-7.1804166,-3.6016073,-5.1382394,-1.812891,-6.3281717,-2.1334958,-5.5083456,-0.58059895,-1.1165652,1.4814434,2.024371,1.7195436,-1.2843162,0.2336329,0.079319604,7.255411,12.382205,16.041014
-511.77023,52.152218,2.2303157,12.186235,-3.20977,0.06442226,-1.9607611,-2.9219823,-9.123065,-8.2405815,2.8640504,-4.24752,-2.8216732,-1.5192161,-4.130806,0.87481177,-8.219766,0.7348103,-5.405515,-2.9346678,-6.4923453,-1.4667089,-5.0633984,-3.2619152,-5.198069,-0.28093952,-6.2934685,-1.9948386,-3.8437889,-2.2600534,-1.5436872,2.7862113,0.5654823,1.9678789,-2.33022,-1.6528125,-1.896609,6.509894,11.640837,17.030844
-568.6492,62.70719,6.3703794,6.60632,-0.3184488,1.5500443,-4.8963804,-3.723308,-10.420418,-7.1996465,0.3698743,-5.2169056,-4.987308,-5.650392,0.084316686,-1.7799836,-8.177998,-1.8436915,-6.3198304,-4.272055,-7.50204,-0.44716308,-7.221632,-3.6534672,-5.7825475,0.58490866,-8.390197,-1.3290144,-3.6693764,0.6611823,3.151963,4.71968,2.4890003,0.2941966,-6.5929914,-4.707683,-2.6638675,6.6585994,12.145326,18.661877
-575.58057,58.107357,3.7962308,13.500661,3.8656757,1.2402153,-2.678642,-4.7017517,-6.544174,-5.068394,2.0513875,-5.1428614,-2.9552944,-1.1874,-2.4514897,2.4499023,-8.502912,-2.7664478,-4.3434625,-3.351079,-7.0529966,-0.20253569,-3.6372242,-4.239208,-3.5996711,0.25942498,-6.462019,-1.1944115,-4.2536373,-1.0256346,-3.66255,-1.8278646,-2.160762,-1.2154098,-1.7244421,2.510016,2.8568418,8.482531,12.7674885,15.109331
-595.01306,73.63591,9.496677,10.285532,2.2630177,-0.7939214,-1.4715611,-1.0984571,-8.524854,-8.766514,4.2245107,-4.6908126,-4.5334754,-4.4185853,-3.698551,1.2292517,-6.856002,-2.3479764,-6.374592,-3.5452914,-6.5608,-1.4430723,-8.029767,-3.2848,-4.86598,-0.5234107,-7.597647,-0.70344895,-5.8321567,1.0178306,2.8247883,4.1159906,3.9742072,2.9367042,-4.9200993,-4.2776504,-3.427175,6.1389174,13.257504,18.935095
-578.64514,65.16491,3.6210046,8.400315,1.5018343,0.42828682,-5.2684474,-3.5008597,-12.228989,-4.8773084,1.5194098,-5.2019596,-4.858521,-4.169975,-3.006106,0.18996094,-8.378446,-3.5866578,-5.163737,-5.6559796,-6.7180624,0.15593544,-8.311259,-2.364157,-4.8709016,-0.69092906,-7.5288596,-0.8838065,-4.7950497,0.1411704,1.4381404,4.011003,2.83716,0.5852879,-5.0824494,-3.7502697,-1.4230651,8.4552765,10.934421,19.10337
-531.7817,56.59501,1.4915453,9.166842,-1.5911967,-0.02989334,-2.733895,-6.331332,-10.150512,-6.4573193,0.59908015,-2.867046,-3.8509274,-5.307038,-2.6320562,-1.0385364,-9.203912,-3.2899282,-4.534023,-5.4038596,-7.1182246,-1.0467441,-8.292376,-3.3376102,-6.220184,-0.13148896,-7.9552784,0.2756849,-4.6145277,0.18236247,1.9000869,5.2548647,2.4995506,0.39996302,-5.4865346,-3.5190377,-2.6000092,7.661761,11.592133,18.4819
-578.6439,57.2863,-1.1802317,13.304482,2.949502,-1.9532837,-3.2039747,-4.346886,-9.544386,-4.8900723,2.252117,-5.4534526,-4.192853,-1.7531257,-1.52644,-0.007992961,-6.1696568,-3.3146899,-3.0732865,-3.8398764,-5.0955563,0.06301108,-5.439931,-2.4076953,-2.3226693,-0.8636837,-5.729959,0.2927046,-5.4415135,-0.81448466,-5.001839,-1.454133,-2.6969259,0.011460564,-0.1984846,3.0852249,3.4682572,8.72038,10.385707,14.001502
